content__235ca,username__703b9,anchor_edefb8,anchor_edefb8 (2),timestamp_c19a55,separator_c19a55,avatar_c19a55 src,username_c19a55,roleIcon__1e6f1 src,markup__75297,markup__75297 (2),markup__75297 (3),markup__75297 (4),latin24CompactTimeStamp_c19a55,separator_c19a55 (2),mention,botText__82f07,markup__75297 (5),markup__75297 (6),markup__75297 (7),markup__75297 (8),anchor_edefb8 href,anchor_edefb8 (3),embedProvider__623de,anchor_edefb8 href (2),embedDescription__623de,originalLink_af017a href,loadingOverlay_af017a src,emoji src,edited_c19a55,emoji src (2),reactionCount__23977,replyAvatar_c19a55 src,repliedTextContent_c19a55,repliedTextContent_c19a55 (2),repliedTextContent_c19a55 (3),username_c19a55 (2),avatarDecoration_c19a55 src,reactionCount__23977 (2),markup__75297 (9),markup__75297 (10),markup__75297 (14),markup__75297 (15),markup__75297 (16),markup__75297 (17),embedDescription__623de (2),embedDescription__623de (3),embedDescription__623de (4),embedDescription__623de (5),embedDescription__623de (6),embedDescription__623de (7),embedDescription__623de (8),embedDescription__623de (9),embedDescription__623de (10),embedDescription__623de (11),embedDescription__623de (12),embedDescription__623de (13),embedDescription__623de (14),embedDescription__623de (15),embedFieldName__623de,embedFieldValue__623de,embedFieldValue__623de (2),embedFieldValue__623de (3),embedFieldValue__623de (4),embedFieldName__623de (2),embedFieldValue__623de (5),video_cf09d8 src,repliedTextContent_c19a55 (4),repliedTextContent_c19a55 (5),repliedTextContent_c19a55 (6),embedDescription__623de (16),embedDescription__623de (17),embedDescription__623de (18),anchor_edefb8 href (3),anchor_edefb8 (4),embedVideoImageComponentInner__623de src,anchor_edefb8 href (5),repliedTextContent_c19a55 (7),repliedTextContent_c19a55 (8),repliedTextContent_c19a55 (9),embedFieldName__623de (3),embedFieldValue__623de (6),lazyImg_f4758a src,embedAuthorIcon__623de src,embedFooterIcon__623de src,embedFooterText__623de,embedFooterSeparator__623de,emoji src (3),markup__75297 (18),markup__75297 (19),markup__75297 (20),markup__75297 (21),markup__75297 (22),markup__75297 (23),markup__75297 (24),markup__75297 (25),anchor_edefb8 (5),reactionCount__23977 (3),embedDescription__623de (19),embedDescription__623de (20),embedDescription__623de (21),embedDescription__623de (22),embedVideo__623de src,anchor_edefb8 (6),anchor_edefb8 (7),anchor_edefb8 (8),edited_c19a55 (2),pngImage__31fc2 src,embedDescription__623de (23),repliedTextContent_c19a55 (10),embedDescription__623de (24),embedDescription__623de (25),embedDescription__623de (26),embedDescription__623de (27),embedDescription__623de (28),anchor_edefb8 href (6),originalLink_af017a href (2),repliedTextPlaceholder_c19a55,emoji src (4),emoji src (5),embedDescription__623de (29),embedDescription__623de (30),embedDescription__623de (31),embedDescription__623de (32),embedDescription__623de (33),embedDescription__623de (34),embedDescription__623de (35),embedDescription__623de (36),embedDescription__623de (37),embedDescription__623de (39),embedDescription__623de (40),embedDescription__623de (41),embedDescription__623de (42),embedDescription__623de (43),embedDescription__623de (44),embedDescription__623de (48),embedDescription__623de (59),embedDescription__623de (60),embedDescription__623de (61),embedDescription__623de (63),mention (2),imageError_af017a src,reactionCount__23977 (4),embedFieldValue__623de (7),embedFieldValue__623de (8),embedDescription__623de (64)
,,Steam,,"— 
7/26/23, 11:38 PM",—,https://cdn.discordapp.com/avatars/226960462032535553/6208fc78d8cf72b3c144483a5614506c.webp?size=160,sigmar456,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2500750/Only_Climb_Better_Together/,https://store.steampowered.com/app/2500750/Only_Climb_Better_Together/,,https://store.steampowered.com/app/2500750/Only_Climb_Better_Together/,,,,,,,,,,,,,,,,,,,,,Only Climb,: Better Together is an engaging multiplayer game that combines elements of a platformer,. You have to climb up to the sky,", overcoming various platforms and objects to uncover the mystery of this puzzling world",. Play alone or with friends,", because it",s always more fun together,. Compete,", co",-operate and overcome all obstacles together,", cl",.,.,.,Price,$,4,0.24,,,,https://images-ext-1.discordapp.net/external/ijWmh6BaRmox11UkxqMHBBDydxSLWKFcr9kcA_zvXoE/%3Ft%3D1689280699/https/cdn.akamai.steamstatic.com/steam/apps/256957674/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Only Climb,,,,,,,: Better Together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
7/27/23, 9:53 PM",—,https://cdn.discordapp.com/avatars/411715521495695360/0d497a9681bf488642033471e1835a52.webp?size=160,SmallishOne,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1257880/Glover/,https://store.steampowered.com/app/1257880/Glover/,,https://store.steampowered.com/app/1257880/Glover/,,,,,,,,,,,,,,,,,,,,,Save the World,.,.,.Single,-handed,!The Kingdom,s peaceful world has been shattered,! The wizard,", while mixing potions with his magical gloves has caused a huge explosion",", turning him instantly to stone and dislodging the seven crystals that give the Kingdom its energy",. Without the crystals,", the castle and its world will fall apart and the wizard will",.,.,Price,$,1,9,0.99,Recommendations,167,https://images-ext-1.discordapp.net/external/po7Oj4VWPYx29t6cwtYJ4fk7stYkVmLyWMcB55vnOYw/%3Ft%3D1646666124/https/cdn.akamai.steamstatic.com/steam/apps/256876544/movie_max_vp9.webm,,,,.,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
7/28/23, 2:37 PM",—,https://cdn.discordapp.com/avatars/554081667942318090/a72a7fb6d42efbe0ae0528ad6b2239e0.webp?size=160,discozombi,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/751780/Forager/,https://store.steampowered.com/app/751780/Forager/,,https://store.steampowered.com/app/751780/Forager/,,,,,,,,,,,,,,,,,,,,,Forager is a 2D open world game inspired by exploration,", farming and crafting games such as Stardew Valley",", Terraria",& Zelda,. Gather,", collect and manage resources",. Craft useful items,& structures,. Build and grow a base out of nothing,. Buy land to expand and explore,. Level up and learn new skills,", abilities",", and blueprints",. Solve puzzles,Price,$,1,9,0.99,Recommendations,28665,https://images-ext-1.discordapp.net/external/Qj-a7oLdKtXbhnAaFS8Abq0FNHUUhPZGsoybcQPcbFU/%3Ft%3D1552854543/https/cdn.akamai.steamstatic.com/steam/apps/256745580/movie_max.webm,,,,", find se",.,.,https://store.steampowered.com/,,,,,,,Metacritic,78,,,,,,,,,,,,,,,Forager,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
7/28/23, 7:18 PM",—,https://cdn.discordapp.com/avatars/734228094558404611/7f785b444d4bb5a7f3221928edb652ae.webp?size=160,Oldnoob72,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,They keep updating and the game is fun but there might be too much stealth for Tech,,,,,,,,,,,,https://store.steampowered.com/app/1587130/Blood_West/,https://store.steampowered.com/app/1587130/Blood_West/,,https://store.steampowered.com/app/1587130/Blood_West/,,,,,,,,,,,,,,,,,,,,,Blood West is an immersive Wild West FPS where,", as a revenant desperado",", you take on the twisted demons and eldritch horrors",", while you search for the means to end the curse that has befallen the frontier",", and maybe find some peace for your wicked soul",. One quest after another,", the spirits of the land will lead you towards even greater challenge",.,.,.,,,,,Price,$,1,1,0.24,Recommendations,1567,https://images-ext-1.discordapp.net/external/xtp5yQtA_N3hd1C-_I4G4XNO2oukt921t3uCYRELvhQ/%3Ft%3D1686151161/https/cdn.akamai.steamstatic.com/steam/apps/256951394/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Blood West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
7/28/23, 9:35 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,Super cute chill game and super cheap I think Kay would really enjoy it,,,,,,,,,,,,https://store.steampowered.com/app/1584090/Touhou_Mystias_Izakaya/,https://store.steampowered.com/app/1584090/Touhou_Mystias_Izakaya/,,https://store.steampowered.com/app/1584090/Touhou_Mystias_Izakaya/,,,,,,,,,,,,,,,,,,,,,", the young night sparrow youkai Mystia Lorelei is still chasing her dream——Her dream to become the most popular izakaya owner in Gensokyo",.Day after day,", she worked hard making a name for herself and attracting customers from all over Gensokyo",. Then,", on one fateful day",", a certain customer paid her a visit",.,.,.,,,,,,Price,$,3,0.89,13761,Recommendations,,https://images-ext-1.discordapp.net/external/KUIdGho6krT3JDZ-HwIIX5eDU_ZcdfQWFEhSKl4eyfg/%3Ft%3D1646035118/https/cdn.akamai.steamstatic.com/steam/apps/256875832/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,https://discord.gg/yeus5P7YzhPreludeToday,,,,,,,,,,,,,,,,,,,,Touhou Mystia,,,,,,,s Izakaya,https://discord.gg/yeus5P7YzhPreludeToday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
7/31/23, 7:37 AM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1676130/Deadlink/,https://store.steampowered.com/app/1676130/Deadlink/,,https://store.steampowered.com/app/1676130/Deadlink/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Deadlink is a cyberpunk FPS with roguelite elements,. You,re an elite operative recruited to the experimental Deadlink project,. Pilot an autonomous combat shell,", fighting your way through cramped slums",", twisted labs",", grimy warehouses",", and sleek office buildings on a mission to thwart the schemes of the most powerful corporations in the world",. Wie,.,.,.,,,Price,$,1,4,0.99,Recommendations,1221,https://images-ext-1.discordapp.net/external/0pdy6gNL74nNnuUoM48u6UkVrZv9TrOx4q_-r9ylrwM/%3Ft%3D1690472847/https/cdn.akamai.steamstatic.com/steam/apps/256960361/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Deadlink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
7/31/23, 3:05 PM",—,https://cdn.discordapp.com/avatars/533335622119849994/4163831bb78a3959cf8e8c9f64b10be7.webp?size=160,FiveCats,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/736260/Baba_Is_You/,https://store.steampowered.com/app/736260/Baba_Is_You/,,https://store.steampowered.com/app/736260/Baba_Is_You/,,,,,,,,,,,,,,,,,,,,,Baba Is You is an award,-winning puzzle game where you can change the rules by which you play,. In every level,", the rules themselves are present as blocks you can interact with",; by manipulating them,", you can change how the level works and cause surprising",", unexpected interactions",! With some simple block,-pushing you can turn yourself into a rock,", t",.,.,.,,Price,$,1,4,0.99,Recommendations,15549,https://images-ext-1.discordapp.net/external/GwQOB6EBAr-LARMXwLNhdXHRhCkfEn-PkbcBmHyOlww/%3Ft%3D1550681204/https/cdn.akamai.steamstatic.com/steam/apps/256743354/movie_max.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,87,,,,,,,,,,,,,,,Baba Is You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/3/23, 3:33 PM",—,https://cdn.discordapp.com/avatars/185096587696013313/43246616684428ac3dc7df2ad49a4526.webp?size=160,Mr. Bungle,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1216870/Only_Down/,https://store.steampowered.com/app/1216870/Only_Down/,,https://store.steampowered.com/app/1216870/Only_Down/,,,,,,,,,,,,,,,,,,,,,Have game developers often forced you to climb somewhere with no purpose,? This time,", your goal is to hit rock bottom and nothing else",. It should be simple enough,", good luck to everyone",.RagdollFlight ControlBullet TimeCapybaraCheckpointsDescent 25 kilometersPortalsTrampolinesTexture curvesThe ability to get stuck in texturesUnstuck SystemThe poss,.,.,.,,,,,,Price,$,4,0.99,,,,https://images-ext-1.discordapp.net/external/mzVatBaRAsYsD_pRvuMaOi0obQ5RZ-U0XFAhVKpVL_o/%3Ft%3D1690621324/https/cdn.akamai.steamstatic.com/steam/apps/256960811/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Only Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/5/23, 6:58 AM",—,https://cdn.discordapp.com/avatars/534205396089307146/e49c205ce15efc3b552d8e3216474d13.webp?size=160,Understandably_Angry,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,I know you normally play Spoopy games with Seth,", but I think this would be amazing for your next co",-stream,.,,,,,,,,,https://store.steampowered.com/app/1607680/Bread__Fred/,https://store.steampowered.com/app/1607680/Bread__Fred/,,https://store.steampowered.com/app/1607680/Bread__Fred/,,,,,,,,,,,,,,,,,,,,,Bread,& Fred is a challenging co,-op platformer from Apogee where two players must cooperate to jump and climb to the top of a snowy mountain,. Play as both Bread and Fred in their exasperating and sometimes maddening climb that requires precision with every jump,. Each time you land you’ll be closer to the peak and one step closer to mastering the,.,.,.,,,,,,,Price,$,1,1,0.99,Recommendations,874,https://images-ext-1.discordapp.net/external/dX7NJHxPLg22h83pcJ9169CMBj3-TuuqdRFgSOCsjl4/%3Ft%3D1688064342/https/cdn.akamai.steamstatic.com/steam/apps/256955841/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Bread,,,,,,,& Fred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/5/23, 8:02 PM",—,https://cdn.discordapp.com/avatars/275469911759781888/c163eac78f64e29a68922523c7cca97a.webp?size=160,NightHawk,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1070500/He_Who_Watches/,https://store.steampowered.com/app/1070500/He_Who_Watches/,,https://store.steampowered.com/app/1070500/He_Who_Watches/,,,,,,,,,,,,,,,,,,,,,Manipulate gravity,", walk on walls",", and use your magical arrow to solve mind",-bending puzzles in this grid,-based dungeon puzzler,. Decipher secrets of the canvas and search for the mythos known as He Who Watches in this continuation of the Dungeon Crawler Jam 2022 winning entry,.CRAWL ON THE WALLSFlex your spatial understanding as you walk on the wa,.,.,.,,,,,Release Date,Coming soon,,,,,,https://images-ext-1.discordapp.net/external/AW_IBqxESayXmQ2Q6LW0l8uTfArc-gvPMv1AFQYDxSk/%3Ft%3D1676965414/https/cdn.akamai.steamstatic.com/steam/apps/256931767/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,He Who Watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,,[,,,,,,,,"[
8:06 PM
]",],,,,,,,https://store.steampowered.com/app/290260/Sokobond/,https://store.steampowered.com/app/290260/Sokobond/,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,Sokobond is an elegantly designed puzzle game about chemistry,. It,s logical,", minimalist",", and beautiful",- crafted with love and science,.Over 100 levels of molecule making mind,-bendersFeaturing a gorgeous original soundtrack by Allison WalkerNo chemistry knowledge,r,e,q,u,i,r,Price,$,4,0.49,413,Recommendations,82,https://images-ext-1.discordapp.net/external/y8bP44F9srRbZOsPPrBdMkidwOIjLJRiaoX-rkWoPns/%3Ft%3D1545809494/https/cdn.akamai.steamstatic.com/steam/apps/2033445/movie_max.webm,,,,e,d,A,https://store.steampowered.com/app/290260/Sokobond/,,,,,,,Metacritic,,,,,,,,,,,,,,,,Sokobond,,w,a,r,d,,,,,,,s,,- FinalistPAX10 2013,- FinalistOfficial Indie Games Ar,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/14/23, 7:19 AM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1159420/?snr=1_5_9__205,https://store.steampowered.com/app/1159420/?snr=1_5_9__205,,https://store.steampowered.com/app/1159420/?snr=1_5_9__205,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Slay Foolish Heroes,!,Gonna Need Some Bigger,T,o,o,l,s,Hood,: Sherwood Builders is an action,-adventure RPG with city,-building elements,", where you take on the role of a classic hero who stands up to the tyranny and",.,Release Date,Coming soon,,,,,,https://images-ext-1.discordapp.net/external/5Q2DuoeqKnSr4u7pnpjZ1CxuKgBmHYwjKtjUY_Sxjk4/%3Ft%3D1684278438/https/cdn.akamai.steamstatic.com/steam/apps/256854168/movie_max_vp9.webm,,,,.,.,,https://store.steampowered.com/,,,https://store.steampowered.com/app/1442450/Monsters_Domain/You're,,,,,,,,,,,,,,,,,,,,Robin Hood,,,,,,,- Sherwood Builders,https://store.steampowered.com/app/1442450/Monsters_Domain/You're,https://store.steampowered.com/app/2201940/Ship_Graveyard_Simulator_2/Robin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/14/23, 3:15 PM",—,https://cdn.discordapp.com/avatars/893158074381140078/faab415607393a7bf7b8129c4b8b0afe.webp?size=160,BUNTA SCRUMP,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,Tech,", this is a fishing game",,,,,,,,,,,https://store.steampowered.com/app/2230540/Open_Fishing_XL/,https://store.steampowered.com/app/2230540/Open_Fishing_XL/,,https://store.steampowered.com/app/2230540/Open_Fishing_XL/,,,,,,,,,,,,,,,,,,,,,Open Fishing XL is an open world fishing game focused on creating a relaxing experience,. Fill out a book with 115 fish species,", buy rods",", items",", boats and more",", explore the large map",", identify cute insects",", draw your own map",", and enjoy fishing without worries with intuitive fishing mechanics",.I’ve tried to make an intuitive fishing system that an,.,.,.,,Price,$,4,0.99,,,,https://images-ext-1.discordapp.net/external/IZQsIJJUrf5A1tKG0iw2IpUNP4QtFmiuMY0lXrIHkAA/%3Ft%3D1689736512/https/cdn.akamai.steamstatic.com/steam/apps/256924564/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Open Fishing XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/14/23, 4:11 PM",—,https://cdn.discordapp.com/avatars/160532146228822016/da55eff7e3a77c63f405a09b137bef27.webp?size=160,ImjustKG,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,found a must play game for ya,!,,,,,@Techsmith314,,,,,,https://store.steampowered.com/app/1964310/MORODASHI_SUMO/,https://store.steampowered.com/app/1964310/MORODASHI_SUMO/,,https://store.steampowered.com/app/1964310/MORODASHI_SUMO/,,,,,,,,,,,,,,,,,,,,,■ Single storyThis is the story of the earth that exists in the multiverse,.You are a sumo wrestler,", a traditional national sport that Japan is proud of",.I dreamed of becoming the highest,-ranked,"""Yokozuna","""",", the greatest medal for sumo wrestlers",", and worked hard day and night to practice",.One day,", you heard a rumor that all",-purpose power was sealed,.,.,Price,$,4,0.99,,,,https://images-ext-1.discordapp.net/external/bkmwcstniC2f2hyoV8rOC50B8wboE-Ky5kAidS76kWw/%3Ft%3D1658387127/https/cdn.akamai.steamstatic.com/steam/apps/256889828/movie_max_vp9.webm,,,,.,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,MORODASHI SUMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/15/23, 7:58 AM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1387500/?snr=1_5_9__205,https://store.steampowered.com/app/1387500/?snr=1_5_9__205,,https://store.steampowered.com/app/1387500/?snr=1_5_9__205,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Mechanic Simulator,: Prologue,- First Job is a free version of Offroad Mechanic Simulator,. It allows you to check out all the game’s base gameplay features by taking your first commission and testing out three cars on the Forest,t,r,a,c,k,:,.,.,.,,Price,$,1,9,0.99,Recommendations,104,https://images-ext-1.discordapp.net/external/MbY155Wr-4mRWBMejpJ_J8S-rsTMvClWTx7awfGC61Q/%3Ft%3D1687854650/https/cdn.akamai.steamstatic.com/steam/apps/256955311/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,https://store.steampowered.com/app/2201940/Ship_Graveyard_Simulator_2/Offroad,,,,,,,,,,,,,,,,,,,,Offroad Mechanic Simulator,,,,,,,https://store.steampowered.com/app/2201940/Ship_Graveyard_Simulator_2/Offroad,https://store.steampowered.com/app/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/15/23, 7:12 PM",—,https://cdn.discordapp.com/avatars/160532146228822016/da55eff7e3a77c63f405a09b137bef27.webp?size=160,ImjustKG,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,another car sim game,", you do lots and lots of silly things",", can even do dragracing for money with the cars",,,,,,,,,,https://store.steampowered.com/app/2248760/Car_For_Sale_Simulator_2023/,https://store.steampowered.com/app/2248760/Car_For_Sale_Simulator_2023/,,https://store.steampowered.com/app/2248760/Car_For_Sale_Simulator_2023/,,,,https://cdn.discordapp.com/emojis/479000606204231701.webp?size=96,,,,,,,,,,,,,,,,,For Sale Simulator 23 is generally a car buying and selling game,. It is designed for car enthusiasts and business simulation lovers,. You purchase and sell used cars from marketplaces and neighborhoods,", and then expand your business",.Alright,", hold on",! Go to the car market and buy,.,.,.,,,,,Price,$,1,7,0.99,Recommendations,5084,https://images-ext-1.discordapp.net/external/CuE19H_u0uKWL5uu18nVh4_2WXWwYHjdgPwLirPcmtI/%3Ft%3D1684127875/https/cdn.akamai.steamstatic.com/steam/apps/256924121/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,https://store.steampowered.com/app/1149620/Gas_Station_Simulator/Car,,,,,,,,,,,,,,,,,,,,Car For Sale Simulator 2023,,,,,,,https://store.steampowered.com/app/1149620/Gas_Station_Simulator/Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/16/23, 1:52 PM",—,https://cdn.discordapp.com/avatars/226960462032535553/6208fc78d8cf72b3c144483a5614506c.webp?size=160,sigmar456,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1137460/ALTF4/,https://store.steampowered.com/app/1137460/ALTF4/,,https://store.steampowered.com/app/1137460/ALTF4/,,,,,,,,,,,,,,,,,,,,,ALTF4,? The Way You Play Games Is Simple,!,!Become a somewhat clumsy Knight and overcome Trap,!,!But the way to get there won,t be simple,.Will you be able to overcome the various traps and irritating terrains in your way,? Test your reflexes,! There is no SAVE in this game,!,! It,s full of exciting background music and annoying traps,! Don,Price,$,2,0.99,8875,Recommendations,,https://images-ext-1.discordapp.net/external/INeKi2-cT01srA1mEFKQjfRoCnO_OTgl9whTE5s8H5Y/%3Ft%3D1636527994/https/cdn.akamai.steamstatic.com/steam/apps/256859804/movie_max_vp9.webm,,,,t you feel lik,.,.,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,ALTF4,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/17/23, 4:32 AM",—,https://cdn.discordapp.com/avatars/307602806636937218/ea95a6ce9226a3de7499c78573696e0b.webp?size=160,MereImmortal (BigFBotSmith433),https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,I saw GassyMexican playing this and thought it would be a good one for the channel,. It may be a game for spooptober though,. Gassy finished it in just under 6 hours,", so for Tech it",,,,,ll be more like,2,0,.,https://store.steampowered.com/app/1574260/My_Friendly_Neighborhood/,https://store.steampowered.com/app/1574260/My_Friendly_Neighborhood/,,https://store.steampowered.com/app/1574260/My_Friendly_Neighborhood/,,,,,,,,,,,,,,,,,,,,,CHECK OUT MORE NEW,H,O,R,R,O,R,is amiss with everyone,s favorite Saturday morning puppet show,! For years,", the colorful cast of The Friendly Neighborhood delighted audiences across the globe with their cooky capers and educational adventures",. However,", as time went on and interes",.,Price,$,2,9,0.99,Recommendations,1101,https://images-ext-1.discordapp.net/external/mcm6KYwDAiY_MRed5R5OGKO0CPDwpOu5qcLEpikgcl0/%3Ft%3D1689681030/https/cdn.akamai.steamstatic.com/steam/apps/256958664/movie_max_vp9.webm,,,,.,.,,https://store.steampowered.com/,,,https://store.steampowered.com/app/2166060/Amanda_the_Adventurer/Something,,,,Metacritic,84,,,,,,,,,,,,,,,My Friendly Neighborhood,,,,,,,https://store.steampowered.com/app/2166060/Amanda_the_Adventurer/Something,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
